,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,HAR_Fjernvarme,IN_FID_1,NEAR_FID_1,NEAR_DIST_1,Tatt_i_bruk_sammenstilt,SHAPE,oppgraderes,erstatt_varmepumpe,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
426,427,31406,30,VIKEN,3003,SARPSBORG,345555,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19400615,19400615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,205.0,205.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572088.0,618882.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576779.74,276976.09,0.0,1,N,0.0,A,X,,C,0,,,,19400615,"{'x': 618882, 'y': 6572088, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,281.0,168600.0,0.0099,0.004,-0.001,0.0315110214,0.0225078725,0.0,0.0082158315,0.009003149,0.0,0.0073107771,0.0109964439,0.0078546028,0.0,0.0008371687,0.0031418411,0.0,2.38046e-05,0.0012823422,0.0009159587,0.0,0.0009570596,0.0003663835,0.0,0.0027038298,Referansesituasjon,[0],[4.70696238 4.41988284 4.24339543 ... 5.68784224 5.22700659 5.0776533 ],[0.85370542 0.6645673  0.59738708 ... 1.46659563 1.3074302  1.03767583],[1.34484639 1.26282367 1.21239869 ... 1.62509778 1.49343045 1.45075809],"[-3.36211599 -3.15705917 -3.03099674 ... -4.06274446 -3.73357613
 -3.62689522]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.19855182 1.92739097 1.80978577 ... 3.09169341 2.80086065 2.48843391]
427,428,31407,30,VIKEN,3003,SARPSBORG,345563,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19550215,19550215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,560.0,560.0,0.0,4,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572091.0,618857.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576784.98,276951.45,0.0,1,N,0.0,A,X,,C,0,,,,19550215,"{'x': 618857, 'y': 6572091, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,769.0,461400.0,0.0321,0.011,-0.002,0.0860788878,0.0614849199,0.0,0.022443247,0.024593968,0.0,0.0149781774,0.0300390663,0.021456476,0.0,0.0022869,0.0085825904,0.0,4.87704e-05,0.0035029835,0.0025021311,0.0,0.0026144066,0.0010008524,0.0,0.0055395537,Referansesituasjon,[0],"[12.85804358 12.0738263  11.59171434 ... 15.53752026 14.27865214
 13.87066268]",[2.33207335 1.81540335 1.63188665 ... 4.00631    3.57151665 2.83462665],[3.67372674 3.44966466 3.31191838 ... 4.4392915  4.0796149  3.96304648],"[ -9.18431684  -8.62416164  -8.27979596 ... -11.09822876 -10.19903724
  -9.9076162 ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[6.00580009 5.26506801 4.94380503 ... 8.4456015  7.65113154 6.79767313]
428,429,31408,30,VIKEN,3003,SARPSBORG,345571,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19490615,19490615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,192.0,192.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572055.0,618959.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576739.94,277049.85,0.0,1,N,0.0,A,X,,C,0,,,,19490615,"{'x': 618959, 'y': 6572055, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,264.0,158400.0,0.0093,0.004,-0.001,0.0295127615,0.021080544,0.0,0.0076948275,0.0084322176,0.0,0.0068471668,0.0102991085,0.007356506,0.0,0.00078408,0.0029426024,0.0,2.2295e-05,0.0012010229,0.0008578735,0.0,0.000896368,0.0003431494,0.0,0.0025323674,Referansesituasjon,[0],[4.40847208 4.13959759 3.97430206 ... 5.3271498  4.89553788 4.75565578],[0.79956801 0.62242401 0.55950399 ... 1.373592   1.22451999 0.97187199],[1.25956345 1.18274217 1.13551487 ... 1.5220428  1.39872511 1.35875879],"[-3.14890863 -2.95685542 -2.83878719 ... -3.805107   -3.49681277
 -3.39689698]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.05913146 1.80516617 1.69501887 ... 2.8956348  2.6232451  2.33063079]
429,430,31409,30,VIKEN,3003,SARPSBORG,345598,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19480815,19480815,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,144.0,144.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572061.0,618935.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576748.07,277026.47,0.0,1,N,0.0,A,X,,C,0,,,,19480815,"{'x': 618935, 'y': 6572061, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0228,0.008,-0.0,0.0221345712,0.0,0.0,0.0057711207,0.0,0.0,0.0051353751,0.0077243313,0.0,0.0,0.00058806,0.0,0.0,1.67213e-05,0.0009007672,0.0,0.0,0.000672276,0.0,0.0,0.0018992756,Referansesituasjon,[0],[3.30635406 3.10469819 2.98072655 ... 3.99536235 3.67165341 3.56674183],[0.599676 0.466818 0.419628 ... 1.030194 0.91839  0.728904],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[3.90603007 3.5715162  3.40035454 ... 5.02555635 4.5900434  4.29564583]
430,431,31410,30,VIKEN,3003,SARPSBORG,345601,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19391215,19391215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,206.0,206.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572084.0,618968.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576768.02,277061.42,0.0,1,N,0.0,A,X,,C,0,,,,19391215,"{'x': 618968, 'y': 6572084, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,283.0,169800.0,0.01,0.004,-0.001,0.0316647337,0.022617667,0.0,0.0082559087,0.0090470668,0.0,0.0073464394,0.0110500851,0.0078929179,0.0,0.0008412525,0.0031571672,0.0,2.39207e-05,0.0012885975,0.0009204268,0.0,0.0009617282,0.0003681707,0.0,0.0027170192,Referansesituasjon,[0],[4.72992317 4.44144324 4.26409492 ... 5.71558781 5.25250418 5.10242234],[0.85786984 0.66780909 0.60030116 ... 1.47374975 1.31380791 1.04273766],[1.35140662 1.26898378 1.21831283 ... 1.63302509 1.50071548 1.45783496],"[-3.37851655 -3.17245946 -3.04578209 ... -4.08256272 -3.7517887
 -3.64458739]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.20927646 1.93679287 1.81861399 ... 3.10677484 2.81452339 2.50057261]
431,432,31411,30,VIKEN,3003,SARPSBORG,345628,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19490715,19490715,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,218.0,218.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572061.0,618907.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576750.59,276998.57,0.0,1,N,20.0,A,X,,C,0,,,,19490715,"{'x': 618907, 'y': 6572061, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0401,0.013,0.002,0.0335092813,0.0,0.0,0.0087368354,0.0,0.0,0.0021397396,0.0116937794,0.0,0.0,0.0008902575,0.0,0.0,6.9672e-06,0.0013636614,0.0,0.0,0.0010177512,0.0,0.0,0.0007913648,Referansesituasjon,[0],[5.00545268 4.70016809 4.5124888  ... 6.04853467 5.5584753  5.39965083],[0.90784284 0.70671059 0.63527016 ... 1.55959925 1.39034041 1.10347966],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[5.91329552 5.40687868 5.14775896 ... 7.60813392 6.94881571 6.50313049]
432,433,31412,30,VIKEN,3003,SARPSBORG,345636,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19391215,19391215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,200.0,200.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572091.0,618939.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576777.61,277033.16,0.0,1,N,0.0,A,X,,C,0,,,,19391215,"{'x': 618939, 'y': 6572091, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0316,0.012,-0.0,0.0307424599,0.0,0.0,0.0080154454,0.0,0.0,0.0071324654,0.010728238,0.0,0.0,0.00081675,0.0,0.0,2.3224e-05,0.0012510655,0.0,0.0,0.0009337167,0.0,0.0,0.0026378827,Referansesituasjon,[0],[4.59215842 4.31208082 4.13989798 ... 5.54911438 5.09951862 4.9538081 ],[0.83288334 0.64835834 0.58281666 ... 1.430825   1.27554166 1.01236666],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[5.42504176 4.96043916 4.72271464 ... 6.97993938 6.37506028 5.96617476]
433,434,31413,30,VIKEN,3003,SARPSBORG,345644,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19500615,19500615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,157.0,157.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572060.0,618882.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576751.85,276973.57,0.0,1,N,8.0,A,X,,C,0,,,,19500615,"{'x': 618882, 'y': 6572060, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0296,0.009,0.001,0.0241328311,0.0,0.0,0.0062921246,0.0,0.0,0.0008558959,0.0084216668,0.0,0.0,0.0006411487,0.0,0.0,2.7869e-06,0.0009820864,0.0,0.0,0.0007329676,0.0,0.0,0.0003165459,Referansesituasjon,[0],[3.60484436 3.38498344 3.24981991 ... 4.35605479 4.00312212 3.88873936],[0.65381342 0.5089613  0.45751108 ... 1.12319762 1.0013002  0.79470783],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[4.25865778 3.89394474 3.70733099 ... 5.47925241 5.00442232 4.68344719]
434,435,31415,30,VIKEN,3003,SARPSBORG,345660,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19760715,19760715,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,148.0,148.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572111.0,618943.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576797.17,277038.94,0.0,1,N,0.0,A,X,,C,0,,,,19760715,"{'x': 618943, 'y': 6572111, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0234,0.009,-0.0,0.0227494204,0.0,0.0,0.0059314296,0.0,0.0,0.0052780244,0.0079388961,0.0,0.0,0.000604395,0.0,0.0,1.71858e-05,0.0009257885,0.0,0.0,0.0006909503,0.0,0.0,0.0019520332,Referansesituasjon,[0],[3.39819723 3.19093981 3.06352451 ... 4.10634464 3.77364378 3.66581799],[0.61633367 0.47978517 0.43128433 ... 1.0588105  0.94390083 0.74915133],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[4.0145309  3.67072498 3.49480883 ... 5.16515514 4.71754461 4.41496932]
435,436,31418,30,VIKEN,3003,SARPSBORG,345814,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19080915,19080915,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,174.0,174.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572977.0,620824.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577490.81,278991.03,0.0,1,J,0.0,A,X,,A,0,,,,19080915,"{'x': 620824, 'y': 6572977, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,239.0,143400.0,0.0053,0.003,-0.002,0.0267459402,0.019104243,0.0,0.0069734375,0.0076416972,0.0,0.0093078674,0.009333567,0.0066668336,0.0,0.0007105725,0.0026667334,0.0,3.03073e-05,0.001088427,0.0007774479,0.0,0.0008123335,0.0003109791,0.0,0.003442437,Referansesituasjon,[0],[3.99517783 3.75151031 3.60171124 ... 4.82772951 4.4365812  4.30981305],[0.72460851 0.56407176 0.50705049 ... 1.24481775 1.10972124 0.88075899],[1.14147938 1.07186009 1.02906036 ... 1.37935129 1.26759463 1.23137516],"[-2.85369845 -2.67965022 -2.57265089 ... -3.44837822 -3.16898657
 -3.07843789]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.86608788 1.63593185 1.53611085 ... 2.62416904 2.37731587 2.11213415]
436,437,31419,30,VIKEN,3003,SARPSBORG,345822,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19120615,19120615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,173.0,173.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572956.0,620821.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577470.16,278986.15,0.0,1,N,0.0,A,X,,A,0,,,,19120615,"{'x': 620821, 'y': 6572956, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,237.0,142200.0,0.0053,0.003,-0.002,0.0265922279,0.0189944485,0.0,0.0069333602,0.0075977794,0.0,0.0092543739,0.0092799259,0.0066285185,0.0,0.0007064887,0.0026514074,0.0,3.01331e-05,0.0010821717,0.0007729798,0.0,0.0008076649,0.0003091919,0.0,0.0034226528,Referansesituasjon,[0],[3.97221703 3.72994991 3.58101175 ... 4.79998394 4.41108361 4.28504401],[0.72044409 0.56082996 0.50413641 ... 1.23766362 1.10334354 0.87569716],[1.13491915 1.06569997 1.02314622 ... 1.37142398 1.2603096  1.22429829],"[-2.83729788 -2.66424994 -2.55786554 ... -3.42855996 -3.150774
 -3.06074572]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.85536324 1.62652994 1.52728263 ... 2.60908761 2.36365314 2.09999545]
437,438,31421,30,VIKEN,3003,SARPSBORG,345830,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19681014,19681015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,151.0,151.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572935.0,620807.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577450.49,278970.31,0.0,1,N,0.0,A,X,,A,0,,,,19681014,"{'x': 620807, 'y': 6572935, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,207.0,124200.0,0.0046,0.003,-0.002,0.0232105573,0.0165789695,0.0,0.0060516612,0.0066315878,0.0,0.0080775171,0.0080998197,0.0057855855,0.0,0.0006166462,0.0023142342,0.0,2.63012e-05,0.0009445545,0.0006746818,0.0,0.0007049561,0.0002698727,0.0,0.0029874022,Referansesituasjon,[0],[3.46707961 3.25562102 3.12562297 ... 4.18958136 3.85013656 3.74012512],[0.62882692 0.48951055 0.44002658 ... 1.08027287 0.96303395 0.76433683],[0.99059417 0.93017743 0.89303514 ... 1.19702324 1.10003902 1.06860718],"[-2.47648543 -2.32544359 -2.23258784 ... -2.99255811 -2.75009754
 -2.67151794]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.6194211  1.41968798 1.33306171 ... 2.27729612 2.06307297 1.832944  ]
438,439,31422,30,VIKEN,3003,SARPSBORG,345849,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,218.0,218.0,0.0,3,3,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573003.0,620814.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577517.62,278983.41,0.0,1,N,0.0,A,X,,A,0,,,,19030615,"{'x': 620814, 'y': 6573003, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,299.0,179400.0,0.0105,0.004,-0.001,0.0335092813,0.023935201,0.0,0.0087368354,0.0095740804,0.0,0.0077743873,0.0116937794,0.0083526996,0.0,0.0008902575,0.0033410798,0.0,2.53142e-05,0.0013636614,0.0009740439,0.0,0.0010177512,0.0003896176,0.0,0.0028752922,Referansesituasjon,[0],[5.00545268 4.70016809 4.5124888  ... 6.04853467 5.5584753  5.39965083],[0.90784284 0.70671059 0.63527016 ... 1.55959925 1.39034041 1.10347966],[1.43012934 1.34290517 1.28928251 ... 1.72815276 1.5881358  1.54275738],"[-3.57532334 -3.35726292 -3.22320628 ... -4.32038191 -3.9703395
 -3.85689345]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.33797218 2.04961576 1.92455267 ... 3.28775201 2.97847621 2.64623704]
439,440,31423,30,VIKEN,3003,SARPSBORG,345857,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19080615,19080615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,284.0,284.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572972.0,620793.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577488.62,278959.69,0.0,1,N,1.0,A,X,,A,0,,,,19080615,"{'x': 620793, 'y': 6572972, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,390.0,234000.0,0.0237,0.006,0.002,0.0436542931,0.0311816379,0.0,0.0113819324,0.0124726552,0.0,0.000106987,0.0152340979,0.0108814985,0.0,0.001159785,0.0043525994,0.0,3.484e-07,0.0017765131,0.0012689379,0.0,0.0013258777,0.0005075752,0.0,3.95682e-05,Referansesituasjon,[0],[6.52086496 6.12315476 5.87865513 ... 7.87974242 7.24131644 7.0344075 ],[1.18269434 0.92066884 0.82759966 ... 2.0317715  1.81126916 1.43756066],[1.86310427 1.74947279 1.67961575 ... 2.25135498 2.06894755 2.00983071],"[-4.65776068 -4.37368197 -4.19903938 ... -5.62838744 -5.17236889
 -5.02457679]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.04579862 2.67014163 2.50721541 ... 4.28312648 3.88021671 3.44739137]
440,441,31424,30,VIKEN,3003,SARPSBORG,345865,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19030615,19030615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,195.0,195.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573010.0,620792.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577526.57,278962.12,0.0,1,N,0.0,A,X,,A,0,,,,19030615,"{'x': 620792, 'y': 6573010, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,268.0,160800.0,0.0094,0.004,-0.001,0.0299738984,0.0214099275,0.0,0.0078150592,0.008563971,0.0,0.0069541538,0.010460032,0.0074714515,0.0,0.0007963312,0.0029885806,0.0,2.26434e-05,0.0012197889,0.0008712778,0.0,0.0009103737,0.0003485111,0.0,0.0025719357,Referansesituasjon,[0],[4.47735446 4.2042788  4.03640053 ... 5.41038652 4.97203065 4.8299629 ],[0.81206126 0.63214938 0.56824624 ... 1.39505437 1.24365312 0.98705749],[1.27924413 1.20122251 1.15325729 ... 1.54582472 1.42058019 1.3799894 ],"[-3.19811033 -3.00305629 -2.88314324 ... -3.8645618  -3.55145047
 -3.4499735 ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.09130539 1.8333719  1.72150354 ... 2.9408791  2.66423331 2.36704689]
441,442,31425,30,VIKEN,3003,SARPSBORG,345873,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19070615,19070615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,133.0,133.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572978.0,620774.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577496.31,278941.3,0.0,1,N,0.0,A,X,,A,0,,,,19070615,"{'x': 620774, 'y': 6572978, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,183.0,109800.0,0.0041,0.003,-0.002,0.0204437359,0.0146026685,0.0,0.0053302712,0.0058410674,0.0,0.0071146343,0.0071342783,0.005095913,0.0,0.0005431388,0.0020383652,0.0,2.31659e-05,0.0008319586,0.0005942561,0.0,0.0006209216,0.0002377025,0.0,0.002631288,Referansesituasjon,[0],[3.05378535 2.86753375 2.75303216 ... 3.69016106 3.39117988 3.29428239],[0.55386742 0.4311583  0.38757308 ... 0.95149862 0.8482352  0.67322383],[0.8725101  0.81929536 0.78658062 ... 1.05433173 0.96890854 0.94122354],"[-2.18127525 -2.04823839 -1.96645154 ... -2.63582933 -2.42227134
 -2.35305885]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.42637752 1.25045365 1.1741537  ... 2.00583036 1.81714374 1.61444737]
442,443,31426,30,VIKEN,3003,SARPSBORG,345881,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19080615,19080615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,113.0,113.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573010.0,620772.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577528.37,278942.19,0.0,1,N,0.0,A,X,,A,0,,,,19080615,"{'x': 620772, 'y': 6573010, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,155.0,93000.0,0.0034,0.002,-0.002,0.0173694899,0.0124067785,0.0,0.0045287266,0.0049627114,0.0,0.0060447644,0.0060614545,0.0043296103,0.0,0.0004614637,0.0017318441,0.0,1.96823e-05,0.000706852,0.0005048943,0.0,0.0005275499,0.0002019577,0.0,0.0022356056,Referansesituasjon,[0],[2.59456951 2.43632566 2.33904236 ... 3.13524962 2.88122802 2.79890158],[0.47057909 0.36632246 0.32929141 ... 0.80841613 0.72068104 0.57198716],[0.74130557 0.69609305 0.66829782 ... 0.89578561 0.82320801 0.79968616],"[-1.85326393 -1.74023262 -1.67074454 ... -2.23946402 -2.05802001
 -1.99921541]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.21188466 1.06241551 0.99758923 ... 1.70420173 1.54388904 1.37167333]
443,444,31427,30,VIKEN,3003,SARPSBORG,345903,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19400615,19400615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,205.0,205.0,0.0,4,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572992.0,620761.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577511.42,278929.61,0.0,1,N,0.0,A,X,,A,0,,,,19400615,"{'x': 620761, 'y': 6572992, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,281.0,168600.0,0.0117,0.004,-0.001,0.0315110214,0.0225078725,0.0,0.0082158315,0.009003149,0.0,0.0054830828,0.0109964439,0.0078546028,0.0,0.0008371687,0.0031418411,0.0,1.78534e-05,0.0012823422,0.0009159587,0.0,0.0009570596,0.0003663835,0.0,0.0020278724,Referansesituasjon,[0],[4.70696238 4.41988284 4.24339543 ... 5.68784224 5.22700659 5.0776533 ],[0.85370542 0.6645673  0.59738708 ... 1.46659563 1.3074302  1.03767583],[1.34484639 1.26282367 1.21239869 ... 1.62509778 1.49343045 1.45075809],"[-3.36211599 -3.15705917 -3.03099674 ... -4.06274446 -3.73357613
 -3.62689522]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.19855182 1.92739097 1.80978577 ... 3.09169341 2.80086065 2.48843391]
