,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,HAR_Fjernvarme,IN_FID_1,NEAR_FID_1,NEAR_DIST_1,Tatt_i_bruk_sammenstilt,SHAPE,oppgraderes,erstatt_varmepumpe,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
2092,2093,33760,30,VIKEN,3003,SARPSBORG,371211,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,18970615,18970615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,129.0,129.0,0.0,2,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572237.0,619097.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576908.86,277203.72,0.0,1,N,0.0,A,X,,C,0,,,,18970615,"{'x': 619097, 'y': 6572237, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0181,0.007,-0.001,0.0198288867,0.0,0.0,0.0051699623,0.0,0.0,0.0069006603,0.0069197135,0.0,0.0,0.0005268038,0.0,0.0,2.24692e-05,0.0008069373,0.0,0.0,0.0006022472,0.0,0.0,0.0025521515,Referansesituasjon,[0],[2.96194218 2.78129213 2.6702342  ... 3.57917878 3.28918951 3.19520622],[0.53720975 0.41819113 0.37591675 ... 0.92288212 0.82272437 0.6529765 ],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[3.49915194 3.19948326 3.04615094 ... 4.5020609  4.11191388 3.84818272]
2093,2094,33761,30,VIKEN,3003,SARPSBORG,371238,0,142,Stort frittliggende boligbygg på 3 og 4 etg.,TB,Tatt i bruk,10101,10101,19590115,19590115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,708.0,708.0,0.0,5,6,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573835.0,620479.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578376.73,278724.48,0.0,1,N,0.0,B,X,,A,0,,,,19590115,"{'x': 620479, 'y': 6573835, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,837.0,502200.0,0.0644,0.032,-0.001,0.1194058325,0.0669335927,0.0,0.0283746765,0.0267734371,0.0256988028,0.0164724231,0.0392021248,0.0097534431,0.0,0.002891295,0.0039013773,0.0255473044,5.8136e-05,0.006033062,0.00430933,0.0,0.003305357,0.001723732,0.0,0.0062609712,Referansesituasjon,[0],"[16.71444021 15.37044374 14.57465641 ... 20.87279807 19.02396489
 18.09685106]",[2.94840702 2.29518852 2.06317098 ... 5.0651205  4.51541748 3.58377798],[3.90137726 3.90137726 3.90137726 ... 3.90137726 3.90137726 3.90137726],"[-9.75344315 -9.75344315 -9.75344315 ... -9.75344315 -9.75344315
 -9.75344315]",[3.05961981 1.71562333 0.91983601 ... 7.21797766 5.36914448 4.44203066],0,[-0. -0. -0. ... -0. -0. -0.],"[ 9.90940409  7.91218912  6.88438424 ... 16.18447542 13.78593921
 11.92718589]"
2094,2095,33762,30,VIKEN,3003,SARPSBORG,371246,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19560615,19931217,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,201.0,201.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6575524.0,620592.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6580049.43,278989.05,0.0,1,N,0.0,A,X,,B,0,,,,19560615,"{'x': 620592, 'y': 6575524, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,276.0,165600.0,0.0097,0.004,-0.001,0.0308961722,0.0220686945,0.0,0.0080555226,0.0088274778,0.0,0.0071681277,0.0107818792,0.0077013423,0.0,0.0008208337,0.0030805369,0.0,2.33401e-05,0.0012573209,0.0008980863,0.0,0.0009383852,0.0003592345,0.0,0.0026510721,Referansesituasjon,[0],[4.61511921 4.33364122 4.16059747 ... 5.57685995 5.12501621 4.97857714],[0.83704776 0.65160013 0.58573074 ... 1.43797913 1.28191937 1.01742849],[1.31860549 1.23818321 1.18874213 ... 1.59338856 1.46429035 1.42245061],"[-3.29651372 -3.09545802 -2.97185534 ... -3.98347139 -3.66072587
 -3.55612653]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.15565325 1.88978334 1.77447288 ... 3.03136768 2.74620971 2.4398791 ]
2095,2096,33763,30,VIKEN,3003,SARPSBORG,371254,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19490715,19490715,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,248.0,248.0,0.0,4,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572086.0,619002.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576766.96,277095.48,0.0,1,N,0.0,A,X,,C,0,,,,19490715,"{'x': 619002, 'y': 6572086, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,340.0,204000.0,0.0142,0.005,-0.001,0.0381206503,0.027229036,0.0,0.0099391522,0.0108916144,0.0,0.0066331928,0.0133030151,0.0095021536,0.0,0.00101277,0.0038008615,0.0,2.15983e-05,0.0015513213,0.0011080866,0.0,0.0011578087,0.0004432346,0.0,0.0024532309,Referansesituasjon,[0],[5.69427644 5.34698022 5.1334735  ... 6.88090183 6.32340309 6.14272204],[1.03277534 0.80396434 0.72269266 ... 1.774223   1.58167166 1.25533466],[1.62693613 1.52770863 1.46670671 ... 1.96597195 1.8066866  1.75506344],"[-4.06734031 -3.81927158 -3.66676678 ... -4.91492988 -4.51671649
 -4.3876586 ]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.65971147 2.33167297 2.18939937 ... 3.74019495 3.38835826 3.0103981 ]
2096,2097,33764,30,VIKEN,3003,SARPSBORG,371270,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19000615,19000615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,126.0,126.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572117.0,619038.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576794.61,277134.14,0.0,1,N,0.0,A,X,,C,0,,,,19000615,"{'x': 619038, 'y': 6572117, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.0199,0.007,-0.0,0.0193677498,0.0,0.0,0.0050497306,0.0,0.0,0.0044934532,0.0067587899,0.0,0.0,0.0005145525,0.0,0.0,1.46311e-05,0.0007881713,0.0,0.0,0.0005882415,0.0,0.0,0.0016618661,Referansesituasjon,[0],[2.8930598  2.71661092 2.60813573 ... 3.49594206 3.21269673 3.1208991 ],[0.5247165  0.40846575 0.3671745  ... 0.90141975 0.80359125 0.637791  ],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[3.41777631 3.12507667 2.97531022 ... 4.39736181 4.01628798 3.7586901 ]
2097,2098,33766,30,VIKEN,3003,SARPSBORG,371297,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,10101,10101,19760615,19760615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,2528.0,2528.0,0.0,6,26,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572075.0,619044.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576752.22,277136.34,0.0,1,J,0.0,B,X,,C,0,,,,19760615,"{'x': 619044, 'y': 6572075, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,2987.0,1792200.0,0.2397,0.115,-0.001,0.4263530292,0.2389945229,0.0,0.1013152293,0.0955978092,0.0917606971,0.0490139895,0.1399759485,0.0348258535,0.0,0.01032372,0.0139303414,0.0912197536,0.0001729847,0.0215417807,0.0153869862,0.0,0.0118021786,0.0061547945,0.0,0.0186296317,Referansesituasjon,[0],"[59.68093906 54.88203641 52.04058109 ... 74.52886089 67.92737744
 64.61700492]","[10.52764542  8.19524942  7.36680258 ... 18.085628   16.12284658
 12.79631458]",[13.9303414 13.9303414 13.9303414 ... 13.9303414 13.9303414 13.9303414],"[-34.8258535 -34.8258535 -34.8258535 ... -34.8258535 -34.8258535
 -34.8258535]","[10.92474416  6.12584151  3.2843862  ... 25.77266599 19.17118255
 15.86081003]",0,[-0. -0. -0. ... -0. -0. -0.],"[35.38273098 28.25143233 24.58153018 ... 57.78863539 49.22437053
 42.58746601]"
2098,2099,33767,30,VIKEN,3003,SARPSBORG,371300,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,10101,10101,19751215,19751215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,2339.0,2339.0,0.0,6,26,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6572013.0,619058.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576689.18,277144.71,0.0,1,N,0.0,B,X,,C,0,,,,19751215,"{'x': 619058, 'y': 6572013, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.4429,0.139,0.014,0.3944777434,0.0,0.0,0.0937406334,0.0,0.0,0.0453495734,0.1295109745,0.0,0.0,0.0095518912,0.0,0.0,0.0001600519,0.0199312599,0.0,0.0,0.0109198163,0.0,0.0,0.0172368309,Referansesituasjon,[0],"[55.21903341 50.77890948 48.14988891 ... 68.95688513 62.84894614
 59.78606587]","[ 9.74057066  7.58255079  6.81604084 ... 16.73349837 14.91745971
 11.83962809]",0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[64.95960407 58.36146026 54.96592975 ... 85.69038351 77.76640585
 71.62569396]"
2099,2100,33768,30,VIKEN,3003,SARPSBORG,371319,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,10101,10101,19751015,19751015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,3747.0,3747.0,0.0,6,39,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6571954.0,619041.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576631.93,277122.46,0.0,1,N,0.0,B,X,,C,0,,,,19751015,"{'x': 619041, 'y': 6571954, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.7095,0.223,0.022,0.63194019,0.0,0.0,0.1501693687,0.0,0.0,0.0726485042,0.2074722623,0.0,0.0,0.0153018112,0.0,0.0,0.0002563978,0.0319292137,0.0,0.0,0.0174931816,0.0,0.0,0.0276128283,Referansesituasjon,[0],"[ 88.4590501   81.34611963  77.13451636 ... 110.46663044 100.68191585
  95.7752838 ]","[15.60406937 12.1469935  10.91907013 ... 26.80650637 23.897273
 18.96668938]",0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[104.06311948  93.49311313  88.05358648 ... 137.27313682 124.57918885
 114.74197318]"
2100,2101,33769,30,VIKEN,3003,SARPSBORG,371327,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,10101,10101,19750615,19750615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,2300.0,2300.0,0.0,6,26,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6571916.0,618991.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6576598.56,277069.23,0.0,1,J,0.0,B,X,,C,0,,,,19750615,"{'x': 618991, 'y': 6571916, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,True,False,False,0.0,0.0,0.4355,0.137,0.013,0.3879003035,0.0,0.0,0.0921776216,0.0,0.0,0.044593424,0.1273515354,0.0,0.0,0.009392625,0.0,0.0,0.0001573832,0.0195989302,0.0,0.0,0.0107377416,0.0,0.0,0.0169494276,Referansesituasjon,[0],"[54.29832272 49.93223249 47.34704767 ... 67.80711236 61.80101587
 58.78920543]","[ 9.57815841  7.45612091  6.70239159 ... 16.4544875  14.66872909
 11.64221659]",0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[63.87648113 57.3883534  54.04943926 ... 84.26159986 76.46974496
 70.43142202]"
2101,2102,33770,30,VIKEN,3003,SARPSBORG,371335,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19540115,19540115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,284.0,284.0,0.0,4,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573650.0,619284.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578299.92,277517.17,0.0,1,N,0.0,A,X,,A,0,,,,19540115,"{'x': 619284, 'y': 6573650, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,390.0,234000.0,0.0163,0.005,-0.001,0.0436542931,0.0311816379,0.0,0.0113819324,0.0124726552,0.0,0.0075960757,0.0152340979,0.0108814985,0.0,0.001159785,0.0043525994,0.0,2.47336e-05,0.0017765131,0.0012689379,0.0,0.0013258777,0.0005075752,0.0,0.0028093451,Referansesituasjon,[0],[6.52086496 6.12315476 5.87865513 ... 7.87974242 7.24131644 7.0344075 ],[1.18269434 0.92066884 0.82759966 ... 2.0317715  1.81126916 1.43756066],[1.86310427 1.74947279 1.67961575 ... 2.25135498 2.06894755 2.00983071],"[-4.65776068 -4.37368197 -4.19903938 ... -5.62838744 -5.17236889
 -5.02457679]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[3.04579862 2.67014163 2.50721541 ... 4.28312648 3.88021671 3.44739137]
2102,2103,33771,30,VIKEN,3003,SARPSBORG,371343,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19500414,19500415,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,239.0,239.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573627.0,619269.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578278.36,277500.15,0.0,1,N,0.0,A,X,,A,0,,,,19500414,"{'x': 619269, 'y': 6573627, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,328.0,196800.0,0.0116,0.005,-0.002,0.0367372396,0.0262408855,0.0,0.0095784572,0.0104963542,0.0,0.0085232962,0.0128202444,0.0091573174,0.0,0.0009760162,0.003662927,0.0,2.77527e-05,0.0014950233,0.0010678738,0.0,0.0011157914,0.0004271495,0.0,0.0031522699,Referansesituasjon,[0],[5.48762931 5.15293658 4.94717809 ... 6.63119168 6.09392475 5.91980068],[0.99529559 0.77478822 0.69646591 ... 1.70983588 1.52427228 1.20977816],[1.56789409 1.47226759 1.41347945 ... 1.8946262  1.74112136 1.69137162],"[-3.91973522 -3.68066899 -3.53369863 ... -4.73656549 -4.35280339
 -4.22842906]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.56318968 2.24705581 2.10994536 ... 3.60446207 3.26539364 2.90114978]
2103,2104,33772,30,VIKEN,3003,SARPSBORG,371351,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19501014,19501015,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,269.0,269.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573607.0,619257.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578259.51,277486.4,0.0,1,N,0.0,A,X,,A,0,,,,19501014,"{'x': 619257, 'y': 6573607, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,369.0,221400.0,0.013,0.005,-0.002,0.0413486086,0.0295347204,0.0,0.010780774,0.0118138882,0.0,0.009593166,0.0144294801,0.0103067715,0.0,0.0010985288,0.0041227086,0.0,3.12363e-05,0.0016826832,0.0012019165,0.0,0.0012558489,0.0004807666,0.0,0.0035479523,Referansesituasjon,[0],[6.17645307 5.7997487  5.56816278 ... 7.46355884 6.85885254 6.66287189],[1.12022809 0.87204197 0.78388841 ... 1.92445962 1.71560353 1.36163316],[1.76470088 1.65707106 1.59090365 ... 2.13244538 1.95967216 1.90367768],"[-4.4117522  -4.14267764 -3.97725913 ... -5.33111346 -4.89918039
 -4.75919421]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.88492897 2.52911303 2.37479206 ... 4.05690501 3.67527569 3.26531084]
2104,2105,33773,30,VIKEN,3003,SARPSBORG,371378,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19500614,19500615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,108.0,108.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573589.0,619245.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578242.65,277472.82,0.0,1,N,0.0,A,X,,A,0,,,,19500614,"{'x': 619245, 'y': 6573589, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,148.0,88800.0,0.0052,0.002,-0.001,0.0166009284,0.011857806,0.0,0.0043283405,0.0047431224,0.0,0.0038515313,0.0057932485,0.0041380346,0.0,0.000441045,0.0016552139,0.0,1.2541e-05,0.0006755754,0.0004825539,0.0,0.000504207,0.0001930215,0.0,0.0014244567,Referansesituasjon,[0],[2.47976555 2.32852364 2.23554491 ... 2.99652177 2.75374005 2.67505637],[0.449757  0.3501135 0.314721  ... 0.7726455 0.6887925 0.546678 ],[0.70850444 0.66529247 0.63872712 ... 0.85614908 0.78678287 0.76430182],"[-1.7712611  -1.66323117 -1.59681779 ... -2.14037269 -1.96695718
 -1.91075455]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.15826145 1.01540597 0.95344811 ... 1.62879458 1.47557537 1.31097982]
2105,2106,33774,30,VIKEN,3003,SARPSBORG,371386,0,121,"Tomannsbolig, vertikaldelt",TB,Tatt i bruk,10101,10101,19500614,19500615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,115.0,115.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573583.0,619245.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578236.68,277472.28,0.0,1,N,0.0,A,X,,A,0,,,,19500614,"{'x': 619245, 'y': 6573583, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,158.0,94800.0,0.0056,0.002,-0.001,0.0176769145,0.0126263675,0.0,0.0046088811,0.005050547,0.0,0.0041011676,0.0061687368,0.0044062406,0.0,0.0004696312,0.0017624962,0.0,1.33538e-05,0.0007193627,0.0005138305,0.0,0.0005368871,0.0002055322,0.0,0.0015167826,Referansesituasjon,[0],[2.64049109 2.47944647 2.38044134 ... 3.19074077 2.93222321 2.84843966],[0.47890792 0.37280605 0.33511958 ... 0.82272437 0.73343645 0.58211083],[0.75442603 0.70841328 0.6801261  ... 0.91164022 0.83777806 0.8138399 ],"[-1.88606507 -1.77103319 -1.70031524 ... -2.27910055 -2.09444515
 -2.03459976]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[1.23333395 1.08121932 1.01524568 ... 1.73436459 1.57121451 1.39595073]
2106,2107,33775,30,VIKEN,3003,SARPSBORG,371394,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19771215,19771215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,187.0,187.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573561.0,619240.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578215.21,277465.32,0.0,1,N,13.0,A,X,,A,0,,,,19771215,"{'x': 619240, 'y': 6573561, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,257.0,154200.0,0.0143,0.004,0.001,0.0287442,0.0205315715,0.0,0.0074944414,0.0082126286,0.0,0.0013908308,0.0100309025,0.0071649304,0.0,0.0007636612,0.0028659721,0.0,4.5287e-06,0.0011697463,0.0008355331,0.0,0.0008730251,0.0003342132,0.0,0.0005143871,Referansesituasjon,[0],[4.29366812 4.03179557 3.87080461 ... 5.18842195 4.76804991 4.63181057],[0.77874592 0.60621505 0.54493358 ... 1.33782138 1.19263145 0.94656283],[1.22676232 1.15194159 1.10594417 ... 1.48240627 1.36229997 1.32337445],"[-3.0669058  -2.87985398 -2.76486044 ... -3.70601568 -3.40574994
 -3.30843612]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.00550824 1.75815664 1.65087775 ... 2.82022765 2.55493143 2.26993728]
2107,2108,33776,30,VIKEN,3003,SARPSBORG,371408,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19510315,19510315,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,240.0,240.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573524.0,619221.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578180.05,277443.06,0.0,1,N,0.0,A,X,,A,0,,,,19510315,"{'x': 619221, 'y': 6573524, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,329.0,197400.0,0.0116,0.005,-0.002,0.0368909519,0.02635068,0.0,0.0096185344,0.010540272,0.0,0.0085589585,0.0128738856,0.0091956326,0.0,0.0009801,0.003678253,0.0,2.78688e-05,0.0015012786,0.0010723419,0.0,0.00112046,0.0004289368,0.0,0.0031654593,Referansesituasjon,[0],[5.5105901  5.17449698 4.96787758 ... 6.65893726 6.11942234 5.94456972],[0.99946001 0.77803001 0.69937999 ... 1.71699    1.53064999 1.21483999],[1.57445432 1.47842771 1.41939359 ... 1.9025535  1.74840638 1.69844849],"[-3.93613579 -3.69606927 -3.54848398 ... -4.75638375 -4.37101596
 -4.24612123]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.57391432 2.25645772 2.11877359 ... 3.6195435  3.27905638 2.91328848]
2108,2109,33777,30,VIKEN,3003,SARPSBORG,371416,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19510215,19510215,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,240.0,240.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573496.0,619214.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578152.78,277433.57,0.0,1,N,0.0,A,X,,A,0,,,,19510215,"{'x': 619214, 'y': 6573496, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,329.0,197400.0,0.0116,0.005,-0.002,0.0368909519,0.02635068,0.0,0.0096185344,0.010540272,0.0,0.0085589585,0.0128738856,0.0091956326,0.0,0.0009801,0.003678253,0.0,2.78688e-05,0.0015012786,0.0010723419,0.0,0.00112046,0.0004289368,0.0,0.0031654593,Referansesituasjon,[0],[5.5105901  5.17449698 4.96787758 ... 6.65893726 6.11942234 5.94456972],[0.99946001 0.77803001 0.69937999 ... 1.71699    1.53064999 1.21483999],[1.57445432 1.47842771 1.41939359 ... 1.9025535  1.74840638 1.69844849],"[-3.93613579 -3.69606927 -3.54848398 ... -4.75638375 -4.37101596
 -4.24612123]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.57391432 2.25645772 2.11877359 ... 3.6195435  3.27905638 2.91328848]
2109,2110,33778,30,VIKEN,3003,SARPSBORG,371424,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19520614,19520615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,217.0,217.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573476.0,619208.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6578133.39,277425.79,0.0,1,N,0.0,A,X,,A,0,,,,19520614,"{'x': 619208, 'y': 6573476, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,True,True,False,False,298.0,178800.0,0.0105,0.004,-0.001,0.033355569,0.0238254065,0.0,0.0086967582,0.0095301626,0.0,0.007738725,0.0116401382,0.0083143844,0.0,0.0008861738,0.0033257538,0.0,2.5198e-05,0.0013574061,0.0009695758,0.0,0.0010130826,0.0003878303,0.0,0.0028621028,Referansesituasjon,[0],[4.98249189 4.67860769 4.49178931 ... 6.0207891  5.5329777  5.37488179],[0.90367842 0.7034688  0.63235608 ... 1.55244512 1.3839627  1.09841783],[1.42356911 1.33674505 1.28336837 ... 1.72022546 1.58085077 1.53568051],"[-3.55892278 -3.34186264 -3.20842093 ... -4.30056364 -3.95212693
 -3.83920128]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.32724753 2.04021385 1.91572445 ... 3.27267058 2.96481347 2.63409834]
